tipo	Admiration_2	Adoration_2	Aesthetic Appreciation_2	Amusement_2	Anger_2	Annoyance_2	Anxiety_2	Awe_2	Awkwardness_2	Boredom_2	Calmness_2	Concentration_2	Confusion_2	Contemplation_2	Contempt_2	Contentment_2	Craving_2	Desire_2	Determination_2	Disappointment_2	Disapproval_2	Disgust_2	Distress_2	Doubt_2	Ecstasy_2	Embarrassment_2	Empathic Pain_2	Enthusiasm_2	Entrancement_2	Envy_2	Excitement_2	Fear_2	Gratitude_2	Guilt_2	Horror_2	Interest_2	Joy_2	Love_2	Nostalgia_2	Pain_2	Pride_2	Realization_2	Relief_2	Romance_2	Sadness_2	Sarcasm_2	Satisfaction_2	Shame_2	Surprise (negative)_2	Surprise (positive)_2	Sympathy_2	Tiredness_2	Triumph_2
A_Profesional	0	0	0	0	0.29942	0.53176	0.27809	0	0	0	0	0	0	0	0.19929	0	0	0	0	0.20606	0.39405	0.16013	0.39154	0	0	0	0.14547	0	0	0	0	0.12381	0	0	0	0	0	0	0	0.10124	0	0	0	0	0.14604	0	0	0	0.25888	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.14788	0	0	0	0	0	0	0.2473	0.21408	0	0	0	0	0	0.27247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22061	0.28261	0	0.12676	0	0.11531	0	0.10139	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.76829	0.32675	0	0	0	0	0	0	0	0	0.19648	0	0	0	0	0.18073	0.17306	0	0.18578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27229	0	0	0	0.10003	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1777	0	0	0	0	0	0.29215	0	0	0	0	0	0	0	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0.12321	0	0	0.17338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0.23761	0	0	0.14469	0.12162	0	0	0	0	0	0.14169	0	0	0	0	0	0	0	0	0.15592	0	0	0	0	0	0	0	0.15258	0	0	0	0	0	0.1282	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.10452	0.33403	0	0	0	0.16343	0	0	0	0	0.20584	0	0	0	0	0	0.28579	0.27811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.19138	0	0	0	0	0	0	0	0.12539	0.1241	0	0	0	0	0	0.14124	0	0	0.12984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23408	0	0	0	0	0	0	0
A_Preparatoria	0.11701	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0.30491	0	0	0	0	0	0	0	0	0	0	0	0.66073	0	0	0.4634	0	0	0	0	0.41225	0.30105	0	0	0	0.10082	0	0	0	0	0	0.41385	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.60881	0.58574	0.12091	0	0.19329	0	0	0	0.13637	0	0.21982	0	0	0	0	0.26614	0.3108	0	0.23297	0	0	0.11886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15599	0	0	0.12055	0	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.37918	0	0	0	0.27052	0	0	0	0.21903	0.29193	0	0	0	0	0.23402	0.42968	0	0	0.19864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13768	0	0	0	0	0	0	0	0	0	0	0
A_Maestría	0	0	0	0	0	0	0	0	0	0	0	0.11423	0	0	0	0	0	0	0.32997	0	0	0	0	0	0	0	0	0.68614	0	0	0.27357	0	0	0	0	0.25418	0.11334	0	0	0	0.15387	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.13847	0.10705	0	0	0	0	0	0.12856	0.52492	0	0	0	0	0	0.15338	0.12305	0	0	0.24808	0	0	0	0	0	0	0	0	0	0	0	0.18719	0	0	0	0	0	0.20611	0	0	0	0	0	0	0.10473	0	0	0	0
A_Profesional	0	0	0	0	0	0.19546	0	0	0	0	0	0	0.12023	0	0.11692	0	0	0	0	0.18596	0.20636	0	0.14663	0	0	0	0.49043	0	0	0	0	0	0	0	0	0	0	0	0	0.1251	0	0	0	0	0.18206	0	0	0	0	0	0.37567	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.24966	0	0	0.32771	0	0.57973	0	0	0	0	0	0	0	0.1009	0	0	0	0.16751	0	0	0	0	0	0	0	0.17706	0.11424	0	0	0	0.13009	0.208	0.11189	0	0	0	0.58831	0	0	0.172	0	0	0
A_Profesional	0	0	0	0	0	0.26479	0	0	0	0	0	0	0.1233	0.27549	0	0	0	0	0	0.44553	0.18175	0	0.13458	0.11451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12583	0	0.256	0	0	0.23121	0	0	0	0.11759	0	0	0	0
A_Profesional	0	0	0	0	0	0.28219	0	0	0	0	0	0	0	0.19472	0.2614	0	0	0	0	0.17126	0.41969	0	0	0.12539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18311	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.40086	0	0	0	0	0	0.10698	0	0.2711	0.28198	0	0	0	0	0.15838	0.52564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.10687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12882	0	0	0.17179	0	0	0	0	0.10378	0	0	0	0	0.23318	0.25332	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.21739	0	0	0	0.15543	0	0	0	0	0.2044	0.10349	0	0	0	0.27964	0.11994	0	0.13737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15316	0	0.10719	0	0	0.40545	0.13198	0	0	0	0	0	0	0
A_?	0	0	0	0	0	0.21739	0	0	0	0.15543	0	0	0	0	0.2044	0.10349	0	0	0	0.27964	0.11994	0	0.13737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15316	0	0.10719	0	0	0.40545	0.13198	0	0	0	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0.36139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.21228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31347	0.14123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43738	0	0	0.1484	0	0	0.18136	0	0.12368	0	0.17435	0	0	0	0
A_Profesional	0	0	0	0	0	0.16076	0	0	0	0	0	0	0.78659	0.16118	0	0	0	0	0	0	0.15504	0	0	0.38069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0.20716	0	0	0	0	0.22637	0	0.63969	0	0	0	0	0.26443	0	0.16238	0	0.17272	0	0	0	0.15368	0	0	0	0	0.11181	0	0	0	0.17002	0	0	0	0	0	0.373	0	0	0	0	0	0	0	0	0.11723	0	0
A_Profesional	0	0	0	0	0	0.17792	0.11446	0	0	0	0	0	0.14508	0.43796	0	0	0	0	0	0.11494	0.10131	0	0.20581	0	0	0	0.33459	0	0	0	0	0	0	0	0	0.37276	0	0	0	0.12821	0	0	0	0	0.1593	0	0	0	0	0	0.1907	0	0
A_Profesional	0	0	0	0	0	0.15625	0	0	0	0	0	0	0.2854	0.37156	0.16347	0	0	0	0	0.15251	0.33055	0	0	0.14719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18566	0	0	0	0	0	0	0.1084	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0.10125	0	0.12285	0	0	0.16529	0	0	0	0	0	0.11266	0	0	0	0	0	0	0.29762	0	0	0	0	0	0	0	0	0.2169	0	0	0	0	0	0.24072	0	0	0	0	0	0	0.16859	0	0.29975	0	0
A_Profesional	0	0	0	0	0.13118	0.39845	0	0	0	0	0	0	0	0.18128	0.158	0	0	0	0	0.7419	0.50742	0	0.17167	0.10891	0	0	0.20643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27052	0	0	0	0	0	0.16855	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0.39931	0.5962	0	0	0	0	0	0	0	0	0	0.15451	0	0	0	0	0	0	0	0	0	0	0	0.24586	0	0	0	0	0	0.20557	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.16143	0.20375	0	0.11478	0	0.10195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15187	0	0	0.11378	0	0	0	0	0.16975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.25068	0.41716	0	0	0	0	0	0	0.18352	0	0.17762	0	0	0	0	0.24644	0.29765	0	0.14306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.64522	0.4043	0	0	0	0	0	0	0	0	0.52284	0	0	0	0	0.3468	0.70663	0.46327	0.12888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14579	0	0	0	0	0	0	0.11819	0	0	0	0
A_Profesional	0	0	0	0	0	0.1729	0	0	0	0	0	0	0.11456	0.14923	0	0	0	0	0	0.12479	0.11685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16655	0	0	0	0	0	0.23892	0	0	0	0	0	0	0.20456	0.10485	0	0	0
A_Profesional	0	0	0	0	0.23028	0.40379	0	0	0	0	0	0	0	0	0.28558	0	0	0	0	0.20886	0.5869	0.23865	0.18771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16534	0	0	0	0
A_Profesional	0	0	0	0	0	0.10424	0.81098	0	0.45026	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46495	0.14855	0	0.2237	0	0	0	0	0	0.41628	0	0	0	0	0	0	0	0	0	0	0	0	0.10078	0	0	0.11927	0	0	0	0	0
A_Profesional	0	0	0	0	0.25243	0.46074	0	0	0	0	0	0	0.15678	0	0.21721	0	0	0	0	0.37614	0.30979	0.19117	0.18802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12889	0	0	0	0	0.14979	0	0	0	0.20112	0	0	0	0
A_Profesional	0	0	0	0	0.26138	0.38512	0	0	0	0	0	0	0.28054	0.14221	0.22225	0	0	0	0	0.33857	0.43262	0.12935	0.18731	0.19525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10335	0	0	0	0	0	0	0.30717	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.10665	0	0	0.49782	0	0.11178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21953	0	0	0	0	0	0.24651	0	0	0	0	0.13578	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.43006	0.38355	0	0	0	0	0	0	0	0	0.15313	0	0	0	0	0.38067	0.23558	0.11483	0.21892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1113	0	0	0	0	0.69001	0	0	0	0.27784	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0.22759	0	0.42957	0	0	0	0	0.54617	0	0	0	0	0	0	0	0	0.6472	0	0	0.1775	0	0	0	0	0.3975	0	0	0	0	0	0.11007	0	0	0	0	0.11967	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.23838	0.34601	0	0	0	0	0	0	0.15055	0.22767	0.25218	0	0	0	0	0.40678	0.483	0.17563	0.23481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19398	0	0	0.15087	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0.25186	0.24179	0	0	0	0	0	0.16115	0	0	0.15265	0.10318	0	0	0	0	0	0	0	0	0.15143	0	0	0	0	0	0	0.26271	0	0.40956	0.16262	0	0.26149	0	0	0	0	0	0	0.13147	0
A_Profesional	0	0	0	0	0.2208	0.61166	0.36224	0	0	0	0	0	0.24586	0	0	0	0	0	0	0.10781	0.19746	0.11671	0.48652	0	0	0	0	0	0	0	0	0.12372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11538	0	0	0	0
A_Profesional	0.15295	0	0	0	0	0	0	0.11238	0	0	0	0	0.12413	0.19286	0	0.19405	0	0	0	0	0	0	0	0	0	0	0	0.13578	0	0	0.11107	0	0.24726	0	0	0	0.18229	0	0	0	0	0.24755	0.23041	0	0	0	0.28761	0	0	0.55891	0	0	0
A_Preparatoria	0.24276	0	0	0	0	0	0	0	0	0	0	0	0	0.13377	0	0.18712	0	0	0	0	0	0	0	0	0	0	0	0.16349	0	0	0	0	0.6698	0	0	0.18079	0.12611	0	0	0	0	0.23271	0.36229	0	0	0	0.33554	0	0	0.55661	0	0	0
A_Profesional	0	0	0	0	0	0.12924	0	0	0.10387	0.26395	0	0	0.20808	0.302	0	0	0	0	0	0.27605	0.1497	0	0	0.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12753	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0.13841	0.47912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.87179	0.62444	0	0	0	0	0	0	0	0	0.41135	0	0	0	0	0.28701	0.43973	0.37075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22303	0	0	0	0
A_Profesional	0	0	0	0	0.52112	0.5091	0	0	0	0	0	0	0	0	0.48984	0	0	0	0	0.2526	0.68025	0.48718	0.12578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27173	0	0	0	0
A_Profesional	0	0	0	0	0.37006	0.25388	0	0	0	0	0	0	0	0	0.17264	0	0	0	0	0.14637	0.33271	0.13767	0.18599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13919	0	0	0	0.13753	0	0	0	0
A_Profesional	0	0	0	0	0	0	0.61005	0	0	0	0	0	0	0.22102	0	0	0	0	0	0.17692	0	0	0.49039	0.31472	0	0	0	0	0	0	0	0.3746	0	0	0	0	0	0	0	0.26753	0	0.19814	0	0	0.44322	0	0	0.25403	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.10795	0	0	0	0	0.30704	0	0	0.31186	0.10972	0.16882	0	0	0	0.2034	0.16242	0	0	0.11659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24557	0	0	0.1175	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0.17106	0.1528	0	0	0	0	0	0.26441	0	0	0.1387	0	0	0	0.17251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29315	0	0	0.2977	0	0	0	0.58275	0	0.10675	0	0
A_Profesional	0	0	0	0	0	0.14384	0.42	0	0	0	0	0	0	0.14487	0	0	0	0	0	0	0.14155	0	0.20293	0	0	0	0	0	0	0	0	0.22593	0	0	0	0	0	0	0	0	0	0.2012	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.45729	0.53904	0.24061	0	0	0	0	0	0	0.18194	0.33137	0	0	0	0	0.59388	0.49027	0.26929	0.51509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23339	0	0.1496	0	0	0.26556	0	0	0.12372	0	0	0	0.18746	0
A_Profesional	0	0	0	0	0.32307	0.42074	0	0	0	0	0	0	0	0.13681	0.26526	0	0	0	0.14428	0.32289	0.62425	0.13435	0.1713	0	0	0	0.10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.3056	0	0	0	0	0	0	0	0.16615	0.21797	0	0	0	0	0.35077	0.39507	0.1409	0	0.13624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33986	0	0	0	0	0	0	0.31189	0.13022	0	0	0
A_Profesional	0	0	0	0	0	0.10982	0	0	0.15844	0	0	0.18048	0.12959	0.16602	0	0	0	0	0.1181	0	0.13123	0	0	0.10267	0	0	0	0	0	0	0	0	0	0	0	0.26995	0	0	0	0	0	0.1432	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0.10577	0.15112	0.13741	0	0	0	0	0.11913	0	0	0	0	0	0	0	0	0.31117	0	0	0.32404	0	0	0	0	0.22502	0	0	0	0	0	0.31779	0	0	0	0	0	0	0.17781	0.32397	0	0	0
A_Profesional	0	0	0	0.13838	0	0.22829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18366	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17136	0.10627	0	0	0	0	0	0.17058	0	0	0	0	0	0.40115	0	0	0	0	0	0.13414	0	0	0.11448	0	0	0	0	0	0.13616	0	0	0	0	0	0	0	0	0.54297	0	0
A_Profesional	0	0	0	0	0	0.19558	0	0	0	0	0	0	0.4722	0.33448	0	0	0	0	0	0	0.19747	0	0	0.20716	0	0	0	0	0	0	0	0	0	0	0	0.41468	0	0	0	0	0	0	0	0	0	0	0	0	0.10233	0	0	0	0
A_Profesional	0	0	0	0	0.55342	0.23674	0	0	0	0	0	0	0	0.18674	0.39379	0	0	0	0	0.24968	0.33826	0.41155	0.27753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1297	0	0.10329	0.26641	0	0.11813	0	0.10905	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.26082	0.6841	0	0	0	0	0	0	0	0.11755	0.38057	0	0	0	0.12017	0.15711	0.65218	0.11558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_?	0	0	0	0	0	0.51675	0	0	0	0	0	0	0	0.16551	0	0	0	0	0	0.52647	0.27874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.11694	0.25055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54474	0.15524	0	0.37669	0	0	0	0.1237	0	0	0	0	0	0	0	0	0	0	0	0	0.22939	0	0	0	0	0.92532	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.11158	0.21349	0	0.70525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22096	0	0	0.32948	0	0	0.23572	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0.16579	0	0	0	0	0	0	0	0	0	0.15415	0	0	0	0	0.18016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2147	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.18369	0.17002	0	0	0	0	0	0	0	0.2718	0.23694	0	0	0	0	0.34594	0.52903	0.32653	0.16356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0	0	0.15874	0	0	0	0.11757	0	0	0	0
A_Profesional	0	0	0	0	0	0.28526	0	0	0	0	0	0	0	0.24465	0.21764	0	0	0	0	0.16577	0.50219	0	0	0	0	0	0.23614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15853	0	0	0	0	0	0	0	0	0.22239	0	0
A_Profesional	0	0	0	0.11344	0	0.24726	0	0	0.22046	0	0	0	0	0	0	0	0	0	0	0.4132	0.39179	0	0	0.12318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14969	0	0	0	0
A_Profesional	0	0	0	0	0	0.14333	0	0	0	0	0	0.34217	0.14922	0.39393	0	0	0	0	0.2277	0	0	0	0	0	0	0	0	0.1499	0	0	0	0	0	0	0	0.50039	0	0	0	0	0	0.14582	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.14473	0	0	0.12712	0	0	0	0.30907	0	0	0	0	0	0	0.80243	0	0	0	0.10002	0	0.18133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12637	0	0	0.17187	0	0	0	0.45353	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0	0	0.15529	0.31248	0	0	0	0	0	0.1857	0.17492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22649	0	0	0	0	0	0.32327	0	0	0	0	0	0	0.52818	0	0	0	0
A_Profesional	0	0	0	0	0	0.10212	0.64395	0	0.21798	0	0	0	0.10357	0	0	0	0	0	0	0.34201	0.10605	0	0.63886	0.35201	0	0.35333	0	0	0	0	0	0.43821	0	0.15176	0	0	0	0	0	0.26545	0	0.17246	0	0	0.37733	0	0	0.45692	0	0	0	0	0
A_Profesional	0	0	0	0	0.98626	0.46493	0	0	0	0	0	0	0	0	0.57413	0	0	0	0	0.29542	0.45417	0.44584	0.35571	0	0	0	0.22285	0	0	0	0	0	0	0	0.19046	0	0	0	0	0.22385	0	0	0	0	0.20369	0	0	0	0.15712	0	0.11128	0	0
A_Preparatoria	0	0	0	0	0	0.11855	0	0	0	0	0	0	0.23827	0.32321	0	0	0	0	0	0.39714	0.15964	0	0	0.13884	0	0	0	0	0	0	0	0	0	0	0	0.1751	0	0	0	0	0	0.18182	0	0	0	0	0	0	0.19787	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0.41352	0.27748	0	0.23418	0	0	0	0	0	0	0	0.16718	0	0	0	0	0	0	0	0	0.11229	0	0	0	0	0	0	0	0	0.2038	0.65044	0	0	0	0.26469	0	0	0.22691	0	0	0.10032
A_Profesional	0	0	0	0	0	0.43368	0	0	0	0	0	0.11794	0	0	0.12415	0	0	0	0.11484	0	0.10422	0	0	0	0	0	0	0	0	0	0	0	0.16268	0	0	0	0	0	0	0	0	0.13677	0.16557	0	0	0	0.13383	0	0	0	0	0.14482	0
A_Preparatoria	0	0	0	0	0	0	0.77727	0	0.41026	0	0	0	0.1003	0	0	0	0	0	0	0	0	0	0.27445	0.1817	0	0.18598	0	0	0	0	0	0.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.14041	0.4238	0.16808	0	0	0	0	0	0	0.14043	0.22575	0	0	0	0	0.30371	0.47115	0.13891	0.23897	0	0	0	0	0	0	0	0	0	0.12647	0	0	0	0	0	0	0	0	0.10141	0.14175	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0.11265	0.11784	0.32499	0	0	0	0	0	0	0.11929	0	0.10402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14778	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.36609	0	0	0	0	0.1337	0.10392	0	0.11567	0.17127	0	0	0	0.23675	0.10991	0.25083	0	0	0	0	0	0	0.11414	0	0	0	0	0	0	0	0.22319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0.15084	0.22339	0	0.5816	0	0	0	0	0.19937	0	0.1182	0	0	0	0	0	0.1064	0	0	0	0	0	0	0	0	0.20322	0	0	0	0	0	0.34298	0	0	0	0	0	0	0	0	0.10085	0	0
A_Profesional	0	0	0	0	0	0.19403	0	0	0.21002	0	0	0	0	0.26353	0.1445	0	0	0	0	0.16874	0.29116	0	0	0	0	0	0.2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25611	0	0	0	0	0	0.10266	0	0	0.20546	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.20138	0	0	0	0	0	0.12617	0	0.19339	0.13315	0	0	0	0.33903	0	0.17361	0	0	0	0	0	0	0.15417	0	0	0	0	0	0	0	0.13565	0	0	0	0	0	0.15913	0	0	0	0	0.14864	0	0	0	0	0	0.11414
A_Preparatoria	0	0	0	0	0	0	0	0	0.25578	0	0	0	0.32267	0.50775	0	0	0	0	0	0	0	0	0	0.22981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28765	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.56599	0.46233	0.13649	0	0	0	0	0	0.44855	0	0.1387	0	0	0	0	0.30567	0.1404	0.10479	0.60905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52578	0	0	0	0	0.14692	0	0	0	0.14466	0	0	0.22098	0
A_Preparatoria	0	0	0	0	0.11698	0.38542	0	0	0	0	0	0	0	0.14084	0.29826	0	0	0	0	0.13826	0.36933	0	0	0	0	0	0.1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11396	0	0	0	0	0	0	0	0	0.2277	0	0
A_Profesional	0	0	0	0	0	0.16442	0	0	0	0	0	0	0.23821	0.42305	0	0	0	0	0	0.25118	0.14894	0	0	0.33641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42081	0	0	0.10392	0	0	0	0.17238	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.12435	0	0.14862	0	0	0	0.11101	0.21422	0	0	0	0	0.36143	0	0	0	0	0.10876	0	0	0	0.29083	0	0	0	0	0	0	0	0.2742	0	0	0	0	0.1536	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.4012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11197	0.43337	0	0	0	0	0	0	0	0	0.90437	0	0	0.6696	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10689	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0	0	0.10773	0.14957	0	0	0	0	0	0.45835	0	0	0.10651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34448	0	0	0.57394	0	0	0	0.57632	0	0	0	0
