tipo	Admiration_2	Adoration_2	Aesthetic Appreciation_2	Amusement_2	Anger_2	Annoyance_2	Anxiety_2	Awe_2	Awkwardness_2	Boredom_2	Calmness_2	Concentration_2	Confusion_2	Contemplation_2	Contempt_2	Contentment_2	Craving_2	Desire_2	Determination_2	Disappointment_2	Disapproval_2	Disgust_2	Distress_2	Doubt_2	Ecstasy_2	Embarrassment_2	Empathic Pain_2	Enthusiasm_2	Entrancement_2	Envy_2	Excitement_2	Fear_2	Gratitude_2	Guilt_2	Horror_2	Interest_2	Joy_2	Love_2	Nostalgia_2	Pain_2	Pride_2	Realization_2	Relief_2	Romance_2	Sadness_2	Sarcasm_2	Satisfaction_2	Shame_2	Surprise (negative)_2	Surprise (positive)_2	Sympathy_2	Tiredness_2	Triumph_2
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0	0	0.17428	0.15048	0	0	0	0	0	0.17516	0	0	0.16129	0	0	0	0.11449	0	0	0	0	0	0	0	0	0.13026	0	0	0	0	0	0.26776	0	0	0.12884	0	0	0	0.93206	0.29029	0	0	0
A_Preparatoria	0	0	0	0	0	0.51745	0	0	0	0	0	0	0	0.14661	0.19241	0	0	0	0	0.37916	0.64167	0.13036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10707	0	0	0	0	0	0	0.10802	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29261	0	0	0	0	0.26434	0.33466	0.1575	0	0	0.12342	0	0	0	0.24772	0	0	0	0	0	0	0	0.1689	0	0	0	0	0	0.15594	0	0	0	0	0.12614	0	0	0	0	0	0
A_Preparatoria	0.33818	0	0	0	0	0	0	0	0	0	0	0	0	0.14176	0	0.14995	0	0	0	0.20835	0	0	0	0	0	0	0	0.23966	0	0	0.10581	0	0.13893	0	0	0.17433	0.14121	0	0	0	0.23939	0	0.10374	0	0.11831	0	0.23636	0	0	0.24744	0	0	0
A_Profesional	0	0	0	0	0	0.27036	0	0	0.13871	0	0	0	0.22573	0.25946	0.12131	0	0	0	0	0.34245	0.31975	0	0	0.14458	0	0	0	0	0	0	0	0	0	0	0	0.11207	0	0	0	0	0	0.1577	0	0	0	0	0	0	0.30765	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.33595	0	0	0	0	0	0	0.21995	0.16468	0.19064	0	0	0	0	0.1929	0.43797	0	0	0.13825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12478	0	0	0	0	0	0	0.1066	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21821	0	0	0.23009	0	0	0	0	0	0	0	0	0.27963	0	0	0.16712	0	0.1315	0	0	0	0	0	0	0	0.1607	0	0.4463	0	0	0	0.57709	0	0	0	0	0	0.52603
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0.17163	0	0.54077	0	0	0	0	0	0	0.12684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3468	0	0	0	0	0	0.18375	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.33069	0	0	0	0	0	0	0.1089	0.28249	0.13563	0	0	0	0	0.35943	0.36129	0	0.12463	0.10695	0	0	0.16674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32636	0	0	0.1307	0	0	0	0.11445	0	0.10907	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0.15545	0	0	0.37869	0	0	0	0	0	0	0.11511	0	0	0	0	0	0.39713	0	0	0	0	0	0	0	0	0.1982	0	0	0	0	0	0.20148	0	0	0	0	0	0	0	0	0.44467	0	0
A_Profesional	0	0	0	0	0	0	0.1694	0	0.10636	0	0	0	0	0.35012	0	0	0	0	0.24746	0.16519	0	0	0	0.15004	0	0	0	0	0	0	0	0	0	0.1844	0	0	0	0	0	0	0	0.29171	0	0	0	0	0	0.10966	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.17271	0.24562	0	0.33258	0	0.12646	0	0	0.21175	0	0	0	0	0	0	0	0	0.16224	0	0	0	0	0	0	0	0.31903	0	0	0	0	0	0.25782	0	0	0	0	0.2334	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.43439	0	0	0	0	0	0	0.28144	0	0	0	0	0	0.13068	0.1079	0	0.39493	0.15046	0	0	0	0	0	0	0	0.28745	0	0	0	0	0	0	0	0	0	0.18934	0	0	0.12569	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.81771	0.42303	0	0	0	0	0	0	0.14913	0	0.24204	0	0	0	0	0.40246	0.22454	0	0.25629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15485	0	0	0	0	0.396	0	0	0.11863	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0.11218	0	0	0.14347	0	0	0	0	0	0	0	0	0	0	0	0	0.17744	0	0	0	0	0	0	0	0	0.64528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22297	0	0
A_Preparatoria	0	0	0	0	0.97212	0.54342	0	0	0	0	0	0	0	0	0.60237	0	0	0	0	0.26535	0.54255	0.41873	0.2389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10643	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.30248	0	0	0	0	0	0	0	0.16425	0.22126	0	0	0	0	0.24703	0.50828	0	0.10729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1062	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.24947	0	0	0	0	0	0	0.1782	0.20242	0	0	0	0	0	0.665	0.33735	0	0	0.15873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22625	0	0	0.10941	0	0	0	0.29368	0	0	0	0
A_Profesional	0.1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29681	0	0	0	0	0	0	0	0	0	0	0	0.28268	0	0	0.15895	0	0.1442	0	0	0.16598	0.15657	0	0	0	0.1492	0.18713	0.13304	0	0	0	0.7023	0	0	0.41182	0	0	0.18447
A_Profesional	0	0	0	0	0.28902	0.33048	0	0	0	0	0	0	0.22717	0.18041	0.32199	0	0	0	0	0.11785	0.35294	0.10318	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0.4367	0.20269	0	0	0	0	0	0.15372	0	0	0	0	0	0	0	0.26473	0	0	0	0	0	0	0	0	0	0	0	0.29128	0	0	0	0	0.34678	0	0	0	0.27936	0.10484	0	0	0.77603	0	0	0	0	0	0.42315	0	0	0.1058	0	0	0.29964
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.12436	0.39341	0	0.53522	0	0	0	0	0.3863	0	0	0	0	0	0	0	0.11367	0.15325	0	0	0	0	0	0	0	0.28541	0	0	0	0	0	0.32373	0	0	0	0	0	0	0	0	0.10146	0	0
A_Preparatoria	0	0	0	0	0.96703	0.55313	0	0	0	0	0	0	0	0	0.36941	0	0	0	0	0.20774	0.23575	0.15125	0.21766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.44564	0.18537	0	0	0	0	0	0	0	0.12803	0.17912	0	0	0	0	0.34158	0.23349	0.15629	0.45963	0	0	0	0.84633	0	0	0	0	0	0	0.13195	0.11209	0	0	0	0	0.52362	0	0	0	0	0.57517	0	0	0.10417	0.17411	0	0.57599	0	0
A_Preparatoria	0	0	0	0	0.23393	0.19903	0	0	0	0	0	0	0	0	0.21532	0	0	0	0	0.2096	0.40621	0.164	0.18719	0	0	0	0.63269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23858	0	0	0.10899	0	0	0.55592	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25622	0	0	0	0	0.1282	0.18941	0.10683	0	0	0	0	0	0	0.25388	0	0	0	0	0	0	0	0.19225	0	0	0	0	0	0.15798	0	0	0	0	0.17211	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0.21393	0	0	0.28545	0	0.19357	0	0	0	0.16713	0	0	0	0	0	0	0.1519	0	0	0	0	0	0.14291	0	0	0.15373	0	0	0	0	0	0.25388	0	0	0	0	0.15152	0	0	0	0.18599	0	0
A_Preparatoria	0	0	0	0	0	0.38808	0	0	0	0	0	0	0.10378	0.27942	0.13148	0	0	0	0	0.30107	0.48745	0	0	0.11761	0	0	0	0	0	0	0	0	0	0	0	0.13503	0	0	0	0	0	0.19989	0	0	0	0	0	0	0.10797	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0.27438	0	0	0	0.37157	0.13075	0	0	0	0	0	0	0	0	0	0	0	0.12802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20555	0.12745	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0.27438	0	0	0	0.37157	0.13075	0	0	0	0	0	0	0	0	0	0	0	0.12802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20555	0.12745	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10299	0	0	0.35001	0	0	0	0.86438	0	0	0	0	0	0	0	0	0	0	0	0	0.14678	0	0	0	0	0.53495	0	0	0	0.2427	0	0.71746	0	0
A_Profesional	0.17795	0.16928	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34306	0	0	0	0	0	0	0	0	0.10752	0	0	0.55272	0	0	0.39865	0	0.26448	0	0	0.16742	0.59075	0.1719	0.31216	0	0	0	0	0	0	0	0.61243	0	0	0.27994	0	0	0.11446
A_Preparatoria	0	0	0	0	0.62851	0.68525	0	0	0	0	0	0	0	0	0.51781	0	0	0	0	0.54906	0.72131	0.34656	0.13901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12643	0	0	0	0.16397	0	0	0	0
A_Profesional	0	0	0	0	0.21311	0.25563	0.40724	0	0.13858	0	0	0	0.23975	0.15224	0.15425	0	0	0	0	0.60816	0.28123	0.14651	0.55332	0.31849	0	0.131	0	0	0	0	0	0.19361	0	0.13112	0	0	0	0	0	0.25662	0	0.12988	0	0	0.35291	0	0	0.30806	0.14686	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.12852	0	0	0	0	0.24547	0.18842	0	0.35563	0.10365	0.10596	0	0	0.23573	0	0.13397	0	0	0	0	0	0.11434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26582	0	0	0	0	0.14281	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.3354	0	0	0	0	0	0	0	0.1039	0	0	0	0	0	0.24863	0.28865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13614	0	0	0	0	0	0.10655	0	0	0	0	0	0	0.19356	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.78187	0	0.3938	0	0	0	0.20885	0	0	0	0	0	0	0	0	0	0.4135	0.23932	0	0.31184	0	0	0	0	0	0.34476	0	0	0	0	0	0	0	0	0	0.10973	0	0	0	0	0	0.13914	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.16467	0.15597	0.15552	0	0	0	0	0	0	0.25542	0.13846	0	0	0	0.16907	0.2018	0.34866	0	0.31038	0	0	0	0.23864	0	0	0	0	0.12197	0	0.10424	0	0	0	0	0	0	0	0.25107	0	0	0.18039	0	0	0	0	0	0.1701	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.30499	0.1132	0	0.53111	0	0.12491	0	0	0	0	0	0	0	0	0	0	0.13771	0	0	0	0	0	0	0	0	0.30882	0	0	0.34798	0	0	0.46895	0	0	0	0	0.10912	0	0	0	0.12759	0	0
A_Profesional	0	0	0	0	0	0	0	0	0.14094	0	0	0	0	0.29191	0	0.10754	0	0	0	0.70811	0	0	0	0.26556	0	0.13503	0	0	0	0	0	0	0	0.24161	0	0	0	0	0	0	0	0.17855	0	0	0.2006	0	0	0.22845	0	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.31462	0.28855	0	0	0	0	0	0	0	0.13207	0.2191	0	0	0	0.10351	0.17536	0.27224	0.12857	0.27948	0	0	0	0.15495	0	0	0	0	0	0.16487	0	0	0	0	0	0	0.19058	0	0.10945	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0.65484	0.40059	0.2598	0	0	0	0	0	0.2503	0.15428	0.33415	0	0	0	0	0.22815	0.39325	0.31286	0.58735	0	0	0	0.10156	0	0	0	0	0.17997	0	0	0.14008	0	0	0	0	0.20729	0	0	0	0	0.14043	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.60849	0.32381	0	0	0	0	0	0	0	0.28807	0.34394	0	0	0	0.33723	0.21371	0.55439	0.23987	0.2419	0	0	0	0.10906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13423	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.41208	0.34261	0.19106	0	0	0	0	0	0	0.15139	0.30413	0	0	0	0	0.18336	0.4797	0.31335	0.32303	0	0	0	0	0	0	0	0	0.15727	0	0	0.14412	0	0	0	0	0	0	0.17302	0	0	0	0	0	0.1376	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0.41955	0	0	0.15311	0	0.44703	0	0	0	0	0	0	0	0	0	0	0	0.33947	0	0	0.14501	0	0.15128	0	0	0.1912	0.31345	0	0.10452	0	0	0.15414	0.13438	0	0	0	0.4119	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.16764	0.18492	0	0.13239	0	0	0	0	0.19043	0.10103	0	0	0	0	0.10875	0.21576	0	0.208	0	0	0	0.31825	0	0	0	0	0	0	0	0	0	0	0	0	0.15062	0	0.10997	0	0	0.14401	0	0	0	0	0	0.20064	0	0
A_Profesional	0	0	0	0	0	0	0.19479	0	0	0	0	0	0.1526	0.5986	0	0	0	0	0	0.46102	0	0	0.14912	0.39652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13978	0	0	0.37087	0	0	0.36313	0	0	0.13063	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.40721	0	0	0	0	0	0	0	0.14783	0.10709	0	0	0	0	0.19847	0.27823	0	0	0	0	0	0	0.10111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Maestría	0	0	0	0	0	0.18205	0	0	0	0	0	0	0	0.25808	0	0	0	0	0	0.24698	0.14598	0	0.10109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26758	0	0	0	0	0	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0.12188	0	0	0	0	0.15183	0	0.10584	0	0	0.12869	0	0	0	0	0	0	0	0	0.28516	0	0	0.21474	0	0	0	0	0.11244	0.15925	0	0.3848	0	0.23556	0.16167	0	0	0	0	0.21926	0	0	0.15225	0	0	0.2231
A_Preparatoria	0	0	0	0	0	0.42441	0	0	0	0	0	0	0	0.16855	0.12063	0	0	0	0	0.25229	0.22836	0	0	0.11848	0	0	0	0	0	0	0	0	0	0	0	0.10736	0	0	0	0	0	0.11039	0	0	0	0.15563	0	0	0.11321	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0.21262	0	0	0.27107	0	0.37148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15203	0	0	0.12562	0	0	0	0	0.26531	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.18037	0	0	0	0	0.15614	0	0	0.47694	0.12283	0	0	0	0	0.34175	0.36797	0	0	0	0	0	0.13799	0	0	0	0	0	0	0	0	0.15973	0	0	0	0	0	0.16495	0	0	0.12954	0	0	0	0	0	0.11826	0	0
A_Profesional	0	0	0.1924	0	0	0.21254	0	0	0	0	0	0.11572	0	0.19754	0.12481	0	0	0	0	0	0.34026	0.17211	0	0	0	0	0	0.11544	0	0	0	0	0	0	0	0.17706	0	0	0.1497	0	0	0.14809	0	0	0	0	0.15568	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0.14492	0	0	0	0	0.10565	0.11287	0	0.35007	0.13237	0.10991	0	0	0.26687	0	0.14709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26343	0.34805	0	0	0	0	0.18694	0	0	0	0	0	0.14052
A_Preparatoria	0	0	0	0	0.25025	0.39721	0	0	0	0	0	0	0.17001	0	0	0	0	0	0	0.5211	0.32998	0.13786	0.30531	0	0	0	0	0	0	0	0	0	0	0	0.14692	0	0	0	0	0	0	0	0	0	0.11925	0	0	0	0.78889	0	0	0	0
A_?	0	0	0	0	0	0.47069	0.10083	0	0	0	0	0.19171	0	0.14558	0	0	0	0	0.15994	0.22201	0.26427	0	0.12991	0	0	0	0	0	0	0	0	0	0	0	0	0.27801	0	0	0	0	0	0.1751	0	0	0	0	0	0	0.15906	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.27619	0	0	0	0	0	0.12611	0	0.34934	0.12928	0	0	0	0	0.16446	0.26274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12303	0	0	0	0	0	0.17975	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.21359	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82819	0.21723	0	0.11924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11734	0	0	0.42546	0	0	0	0.16438	0	0	0	0
A_Preparatoria	0.13407	0	0	0	0	0	0	0.12924	0	0	0	0	0	0.18335	0	0.17247	0	0	0.16274	0	0	0	0	0	0	0	0	0.65305	0	0	0.42571	0	0.21141	0	0	0.22245	0.28212	0	0.13679	0	0	0.24669	0	0	0	0	0.3054	0	0	0.30683	0	0	0.20079
A_Preparatoria	0.11748	0	0	0	0	0.13016	0	0	0	0	0	0	0.15363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14432	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.28608	0	0	0	0	0	0	0	0.1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11658	0	0	0	0	0	0.1259	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0.10648	0	0	0	0	0.1713	0.10724	0	0	0	0	0	0.18042	0.10917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20776	0	0	0	0	0	0	0.7844	0.49682	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0	0.18032	0.13314	0.24896	0	0	0	0	0.24392	0	0	0	0	0	0	0	0	0.32565	0	0	0.13727	0	0	0	0	0.2532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0.10325	0.10434	0	0	0	0.21333	0	0	0.13157	0	0	0	0	0	0	0	0	0.37775	0	0	0.11253	0	0.72793	0	0	0.28712	0	0	0	0	0	0	0	0	0	0	0.39417	0	0	0	0	0	0.11403
A_Preparatoria	0	0	0	0	0.56105	0.37773	0.24801	0	0	0	0	0	0	0.10686	0.34497	0	0	0	0	0.29516	0.62004	0.22646	0.47886	0	0	0	0	0	0	0	0	0.31677	0	0	0.12549	0	0	0	0	0.10902	0	0	0	0	0.12127	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.1121	0.55201	0	0	0	0	0	0.16651	0	0	0.31146	0	0	0	0.15858	0.15091	0.51522	0	0	0.12546	0	0	0	0	0	0	0	0	0	0	0	0.13336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.29872	0	0.21278	0	0	0	0	0	0	0.11404	0	0	0.34105	0	0	0	0	0	0	0.14404	0	0.37083	0	0	0.20017	0	0	0	0	0	0	0	0	0	0.22329	0	0	0	0	0	0.19208	0	0	0	0	0	0.17537
A_Profesional	0	0	0.13997	0	0	0	0	0	0	0	0.50776	0.13391	0	0.33381	0	0.24698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17528	0	0	0	0	0	0.14423	0.25228	0	0	0	0.24867	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.40251	0.11652	0.13158	0	0	0	0	0	0	0.13065	0.21232	0	0	0	0	0.28991	0.29293	0.40031	0.53971	0	0	0	0.45569	0	0	0	0	0	0	0.30299	0.20377	0	0	0	0	0.41509	0	0.23818	0	0	0.44534	0	0	0.38521	0.13551	0	0.17939	0	0
A_Profesional	0	0	0	0	0	0.36007	0	0	0	0	0	0	0.10248	0.15404	0.18068	0	0	0	0	0.10915	0.40606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.69204	0	0	0	0	0	0	0	0	0	0	0	0	0.10911	0	0	0.72678	0	0	0	0.21301	0	0	0	0	0.69365	0	0	0.21343	0	0	0	0	0.14307	0	0	0	0	0.27991	0	0	0	0.16203	0	0.1068	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0.10394	0	0.14781	0	0	0	0	0	0	0.30896	0.11326	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14381	0	0	0.15695	0	0	0	0	0.17326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0.11265	0.11784	0.32499	0	0	0	0	0	0	0.11929	0	0.10402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14778	0	0	0	0	0	0	0
A_?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.17713	0	0	0	0	0	0	0.10797	0.10897	0.1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37381	0	0	0	0	0	0	0	0	0.11509	0.79974	0	0	0	0.24986	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.21677	0	0	0	0	0	0	0	0.30896	0.10815	0	0	0	0	0.12821	0.57665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29263	0	0	0	0	0	0.11703	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.13089	0	0	0	0	0	0	0.1408	0.24838	0	0	0	0	0	0.23807	0.17775	0	0	0	0	0	0.13879	0	0	0	0	0	0	0	0	0.2041	0	0	0	0	0	0.10694	0	0	0.26241	0	0	0	0.11195	0	0.14647	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14902	0	0	0	0	0	0.18665	0	0	0	0	0	0	0	0.16684	0	0	0.17211	0	0	0	0	0	0.101	0	0.43386	0	0	0.20623	0	0	0.13316	0	0	0	0	0.10158	0	0	0
A_?	0	0	0	0	0	0	0.10712	0	0.15958	0	0	0	0.1851	0.34555	0	0	0	0	0	0.38957	0	0	0	0.26105	0	0	0	0	0	0	0	0	0	0	0	0.15022	0	0	0	0	0	0.22555	0	0	0.16175	0	0	0	0.14508	0	0	0	0
A_Preparatoria	0	0	0	0	0.70335	0.63663	0	0	0	0	0	0	0	0	0.46955	0	0	0	0	0.37846	0.78475	0.43326	0.16685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19568	0	0	0	0
A_Profesional	0	0	0	0	0	0	0.14808	0	0	0	0	0.14439	0	0.23379	0	0	0	0	0.26529	0	0.16416	0	0.10061	0	0	0	0.18808	0.12192	0	0	0	0.12599	0	0	0	0.16542	0	0	0	0	0	0.13043	0	0	0	0	0	0	0	0	0.17234	0	0
A_Profesional	0	0	0	0	0	0	0.14808	0	0	0	0	0.14439	0	0.23379	0	0	0	0	0.26529	0	0.16416	0	0.10061	0	0	0	0.18808	0.12192	0	0	0	0.12599	0	0	0	0.16542	0	0	0	0	0	0.13043	0	0	0	0	0	0	0	0	0.17234	0	0
A_Profesional	0	0	0	0	0.41086	0.52385	0	0	0	0	0	0	0.20453	0	0.23196	0	0	0	0	0.60696	0.37356	0	0.20808	0.14816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1892	0	0.19835	0	0	0.31493	0	0	0.1022	0.33236	0	0	0	0
A_Preparatoria	0	0	0	0	0	0.47092	0	0	0	0	0	0	0	0.17077	0.1824	0	0	0	0	0.19214	0.51851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15516	0	0	0	0	0	0.15796	0	0	0	0	0	0	0.13742	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0.13499	0	0	0.26748	0	0.19492	0	0	0.16396	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62301	0	0	0	0	0	0	0	0	0.17476	0.16095	0	0	0	0.26927	0	0	0	0	0	0
A_Profesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14644	0	0	0	0	0	0.2451	0	0	0.12424	0	0	0	0.2328	0	0	0	0	0	0	0	0	0	0	0	0.24667	0.13963	0	0	0	0	0.87853	0	0	0	0	0	0.15524	0	0
A_Preparatoria	0	0	0	0	0	0.37333	0	0	0	0	0	0	0.13085	0.18896	0.11893	0	0	0	0	0.26778	0.36487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A_Preparatoria	0	0	0	0	0	0	0.13356	0	0	0	0	0	0.20468	0.3075	0	0	0	0	0	0.29131	0	0	0.39712	0.11369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36115	0.39805	0	0.20975	0	0	0.74122	0	0	0.15589	0	0	0	0	0
A_Preparatoria	0	0	0	0	0.74839	0.30829	0.15335	0	0	0	0	0	0.12654	0	0.48344	0	0	0	0	0.36438	0.49685	0.57185	0.57638	0	0	0	0.30406	0	0	0	0	0.10214	0	0	0.27457	0	0	0	0	0.25949	0	0	0	0	0.4142	0	0	0.13672	0.2285	0	0.18672	0	0
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0.16704	0.1449	0	0.15403	0	0.24064	0	0	0.50137	0	0	0	0	0	0	0	0	0.29454	0	0	0	0	0	0	0	0	0	0	0	0	0.43722	0	0	0	0	0	0.38463	0	0	0	0	0	0.47518
A_Preparatoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21996	0	0	0	0	0	0.12185	0	0	0	0	0	0	0	0.10126	0	0	0	0	0	0	0	0.22227	0	0	0	0	0	0.40596	0	0	0	0	0.12534	0	0	0.11895	0	0	0
A_Profesional	0	0	0	0	0	0	0.17825	0	0	0	0	0	0.13138	0	0	0	0	0	0	0.24588	0.16466	0.10247	0.42038	0	0	0	0.19442	0	0	0	0	0.16965	0	0	0.36126	0	0	0	0	0	0	0.16322	0	0	0.14761	0	0	0	0.95723	0	0.10291	0	0
